Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ORF)	Gene Names (ordered locus)	Gene Names (primary)	Gene Names (synonym)	EC number
B1XG46	reviewed	RIBB_ECODH	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)	ribB ECDH10B_3215	Escherichia coli (strain K12 / DH10B)	217		ECDH10B_3215	ribB		4.1.99.12
B1XG58	reviewed	GLNE_ECODH	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme (ATP:glutamine synthetase adenylyltransferase) (ATase) [Includes: Glutamine synthetase adenylyl-L-tyrosine phosphorylase (EC 2.7.7.89) (Adenylyl removase) (AR) (AT-N); Glutamine synthetase adenylyl transferase (EC 2.7.7.42) (Adenylyl transferase) (AT) (AT-C)]	glnE ECDH10B_3228	Escherichia coli (strain K12 / DH10B)	946		ECDH10B_3228	glnE		2.7.7.42; 2.7.7.89
B1XG61	reviewed	CCA_ECODH	Multifunctional CCA protein [Includes: CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl-transferase) (tRNA nucleotidyltransferase) (tRNA-NT); 2'-nucleotidase (EC 3.1.3.-); 2',3'-cyclic phosphodiesterase (EC 3.1.4.-); Phosphatase (EC 3.1.3.-)]	cca ECDH10B_3231	Escherichia coli (strain K12 / DH10B)	412		ECDH10B_3231	cca		2.7.7.72; 3.1.3.-; 3.1.4.-
B1XG62	reviewed	UPPP_ECODH	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP ECDH10B_3232	Escherichia coli (strain K12 / DH10B)	273		ECDH10B_3232	uppP		3.6.1.27
B1XG64	reviewed	PLSY_ECODH	Glycerol-3-phosphate acyltransferase (G3P acyltransferase) (GPAT) (EC 2.3.1.15, EC 2.3.1.n5) (Lysophosphatidic acid synthase) (LPA synthase)	plsY ygiH ECDH10B_3234	Escherichia coli (strain K12 / DH10B)	205		ECDH10B_3234	plsY	ygiH	2.3.1.15; 2.3.1.n5
B1XG69	reviewed	TSAD_ECODH	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD)	tsaD gcp ECDH10B_3239	Escherichia coli (strain K12 / DH10B)	337		ECDH10B_3239	tsaD	gcp	2.3.1.234
B1XGB0	reviewed	ALLB_ECODH	Allantoinase (EC 3.5.2.5) (Allantoin-utilizing enzyme)	allB ECDH10B_0468	Escherichia coli (strain K12 / DH10B)	453		ECDH10B_0468	allB		3.5.2.5
B1XGC2	reviewed	LPXH_ECODH	UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.54) (UDP-2,3-diacylglucosamine diphosphatase)	lpxH ECDH10B_0480	Escherichia coli (strain K12 / DH10B)	240		ECDH10B_0480	lpxH		3.6.1.54
B1XGC7	reviewed	FOLD_ECODH	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD ECDH10B_0485	Escherichia coli (strain K12 / DH10B)	288		ECDH10B_0485	folD		1.5.1.5; 3.5.4.9
B1XGI1	reviewed	SYT_ECODH	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS ECDH10B_1855	Escherichia coli (strain K12 / DH10B)	642		ECDH10B_1855	thrS		6.1.1.3
B1XGJ4	reviewed	CHBG_ECODH	Chitooligosaccharide deacetylase (COD) (EC 3.5.1.105) (Chitin disaccharide deacetylase) (Chitobiose deacetylase) (Chitobiose-6P deacetylase) (Chitotriose deacetylase) (Chitotriose-6P deacetylase)	chbG ECDH10B_1871	Escherichia coli (strain K12 / DH10B)	249		ECDH10B_1871	chbG		3.5.1.105
B1XGK1	reviewed	NADE_ECODH	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5)	nadE ECDH10B_1878	Escherichia coli (strain K12 / DH10B)	275		ECDH10B_1878	nadE		6.3.1.5
B1XGK5	reviewed	ASTE_ECODH	Succinylglutamate desuccinylase (EC 3.5.1.96)	astE ECDH10B_1882	Escherichia coli (strain K12 / DH10B)	322		ECDH10B_1882	astE		3.5.1.96
B1XGK7	reviewed	ASTD_ECODH	N-succinylglutamate 5-semialdehyde dehydrogenase (EC 1.2.1.71) (Succinylglutamic semialdehyde dehydrogenase) (SGSD)	astD ECDH10B_1884	Escherichia coli (strain K12 / DH10B)	492		ECDH10B_1884	astD		1.2.1.71
B1XGK9	reviewed	ASTC_ECODH	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM ECDH10B_1886	Escherichia coli (strain K12 / DH10B)	406		ECDH10B_1886	astC	argM	2.6.1.81
B1XGN8	reviewed	MSRB_ECODH	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12) (Peptide-methionine (R)-S-oxide reductase)	msrB ECDH10B_1916	Escherichia coli (strain K12 / DH10B)	137		ECDH10B_1916	msrB		1.8.4.12
B1XGT9	reviewed	GARL_ECODH	5-keto-4-deoxy-D-glucarate aldolase (KDGluc aldolase) (KDGlucA) (EC 4.1.2.20) (2-dehydro-3-deoxy-D-glucarate aldolase) (2-keto-3-deoxy-D-glucarate aldolase) (5-dehydro-4-deoxy-D-glucarate aldolase) (Alpha-keto-beta-deoxy-D-glucarate aldolase)	garL ECDH10B_3299	Escherichia coli (strain K12 / DH10B)	256		ECDH10B_3299	garL		4.1.2.20
B1XGU9	reviewed	KBAY_ECODH	D-tagatose-1,6-bisphosphate aldolase subunit KbaY (TBPA) (TagBP aldolase) (EC 4.1.2.40) (D-tagatose-bisphosphate aldolase class II) (Ketose 1,6-bisphosphate aldolase class II) (Tagatose-bisphosphate aldolase)	kbaY ECDH10B_3310	Escherichia coli (strain K12 / DH10B)	286		ECDH10B_3310	kbaY		4.1.2.40
B1XGX6	reviewed	PNP_ECODH	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp ECDH10B_3337	Escherichia coli (strain K12 / DH10B)	711		ECDH10B_3337	pnp		2.7.7.8
B1XGY0	reviewed	IF2_ECODH	Translation initiation factor IF-2	infB ECDH10B_3342	Escherichia coli (strain K12 / DH10B)	890		ECDH10B_3342	infB		
B1XGY3	reviewed	ASSY_ECODH	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	argG ECDH10B_3346	Escherichia coli (strain K12 / DH10B)	447		ECDH10B_3346	argG		6.3.4.5
B1XGY6	reviewed	GLMM_ECODH	Phosphoglucosamine mutase (EC 5.4.2.10)	glmM ECDH10B_3350	Escherichia coli (strain K12 / DH10B)	445		ECDH10B_3350	glmM		5.4.2.10
B1XGY9	reviewed	RLME_ECODH	Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase)	rlmE ftsJ rrmJ ECDH10B_3353	Escherichia coli (strain K12 / DH10B)	209		ECDH10B_3353	rlmE	ftsJ rrmJ	2.1.1.166
B1XHA3	reviewed	RSMF_ECODH	Ribosomal RNA small subunit methyltransferase F (EC 2.1.1.178) (16S rRNA m5C1407 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RsmF)	rsmF ECDH10B_1974	Escherichia coli (strain K12 / DH10B)	479		ECDH10B_1974	rsmF		2.1.1.178
B1XHB7	reviewed	PURT_ECODH	Formate-dependent phosphoribosylglycinamide formyltransferase (EC 6.3.1.21) (5'-phosphoribosylglycinamide transformylase 2) (Formate-dependent GAR transformylase) (GAR transformylase 2) (GART 2) (Non-folate glycinamide ribonucleotide transformylase) (Phosphoribosylglycinamide formyltransferase 2)	purT ECDH10B_1990	Escherichia coli (strain K12 / DH10B)	392		ECDH10B_1990	purT		6.3.1.21
B1XHC8	reviewed	RUVB_ECODH	Holliday junction branch migration complex subunit RuvB (EC 3.6.4.-)	ruvB ECDH10B_2001	Escherichia coli (strain K12 / DH10B)	336		ECDH10B_2001	ruvB		3.6.4.-
B1XHC9	reviewed	RUVA_ECODH	Holliday junction branch migration complex subunit RuvA	ruvA ECDH10B_2002	Escherichia coli (strain K12 / DH10B)	203		ECDH10B_2002	ruvA		
B1XHD1	reviewed	RUVC_ECODH	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.21.10) (Holliday junction nuclease RuvC) (Holliday junction resolvase RuvC)	ruvC ECDH10B_2004	Escherichia coli (strain K12 / DH10B)	173		ECDH10B_2004	ruvC		3.1.21.10
B1XHD4	reviewed	SYD_ECODH	Aspartate--tRNA ligase (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)	aspS ECDH10B_2007	Escherichia coli (strain K12 / DH10B)	590		ECDH10B_2007	aspS		6.1.1.12
B1XHF9	reviewed	OBG_ECODH	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	obg ECDH10B_3357	Escherichia coli (strain K12 / DH10B)	390		ECDH10B_3357	obg		3.6.5.-
B1XHI3	reviewed	MTGA_ECODH	Biosynthetic peptidoglycan transglycosylase (EC 2.4.99.28) (Glycan polymerase) (Peptidoglycan glycosyltransferase MtgA) (PGT)	mtgA ECDH10B_3382	Escherichia coli (strain K12 / DH10B)	242		ECDH10B_3382	mtgA		2.4.99.28
B1XHJ5	reviewed	NANK_ECODH	N-acetylmannosamine kinase (EC 2.7.1.60) (ManNAc kinase) (N-acetyl-D-mannosamine kinase)	nanK ECDH10B_3399	Escherichia coli (strain K12 / DH10B)	291		ECDH10B_3399	nanK		2.7.1.60
B1XHJ8	reviewed	NANA_ECODH	N-acetylneuraminate lyase (NAL) (Neu5Ac lyase) (EC 4.1.3.3) (N-acetylneuraminate pyruvate-lyase) (N-acetylneuraminic acid aldolase) (Sialate lyase) (Sialic acid aldolase) (Sialic acid lyase)	nanA ECDH10B_3402	Escherichia coli (strain K12 / DH10B)	297		ECDH10B_3402	nanA		4.1.3.3
B8LFD6	unreviewed	B8LFD6_ECOLI	Beta-galactosidase (Beta-gal) (EC 3.2.1.23) (Lactase)	lacZ	Escherichia coli (strain K12)	1024			lacZ		3.2.1.23
C1P607	reviewed	IBSA_ECOLI	Small toxic protein IbsA	ibsA b4667 JW2058.1	Escherichia coli (strain K12)	19		b4667 JW2058.1	ibsA		
C1P615	reviewed	IBSC_ECOLI	Small toxic protein IbsC	ibsC b4665 JW2879.1	Escherichia coli (strain K12)	19		b4665 JW2879.1	ibsC		
C1P616	reviewed	IBSD_ECOLI	Small toxic protein IbsD	ibsD b4664 JW3023.1	Escherichia coli (strain K12)	19		b4664 JW3023.1	ibsD		
C1P617	reviewed	IBSE_ECOLI	Small toxic protein IbsE	ibsE b4666 JW3023.2	Escherichia coli (strain K12)	19		b4666 JW3023.2	ibsE		
C4ZPU1	reviewed	DNAJ_ECOBW	Chaperone protein DnaJ	dnaJ BWG_0014	Escherichia coli (strain K12 / MC4100 / BW2952)	376		BWG_0014	dnaJ		
C4ZPV2	reviewed	SYI_ECOBW	Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	ileS BWG_0024	Escherichia coli (strain K12 / MC4100 / BW2952)	938		BWG_0024	ileS		6.1.1.5
C4ZPV3	reviewed	LSPA_ECOBW	Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)	lspA BWG_0025	Escherichia coli (strain K12 / MC4100 / BW2952)	164		BWG_0025	lspA		3.4.23.36
C4ZPV5	reviewed	ISPH_ECOBW	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)	ispH BWG_0027	Escherichia coli (strain K12 / MC4100 / BW2952)	316		BWG_0027	ispH		1.17.7.4
C4ZPV7	reviewed	DAPB_ECOBW	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB BWG_0029	Escherichia coli (strain K12 / MC4100 / BW2952)	273		BWG_0029	dapB		1.17.1.8
C4ZPW3	reviewed	CAIC_ECOBW	Crotonobetaine/carnitine--CoA ligase (EC 6.2.1.48)	caiC BWG_0035	Escherichia coli (strain K12 / MC4100 / BW2952)	517		BWG_0035	caiC		6.2.1.48
C4ZPW4	reviewed	CAIB_ECOBW	L-carnitine CoA-transferase (EC 2.8.3.21) (Crotonobetainyl-CoA:carnitine CoA-transferase)	caiB BWG_0036	Escherichia coli (strain K12 / MC4100 / BW2952)	405		BWG_0036	caiB		2.8.3.21
C4ZPX2	reviewed	KEFF_ECOBW	Glutathione-regulated potassium-efflux system ancillary protein KefF (Quinone oxidoreductase KefF) (EC 1.6.5.2)	kefF BWG_0044	Escherichia coli (strain K12 / MC4100 / BW2952)	176		BWG_0044	kefF		1.6.5.2
C4ZPX3	reviewed	KEFC_ECOBW	Glutathione-regulated potassium-efflux system protein KefC (K(+)/H(+) antiporter)	kefC BWG_0045	Escherichia coli (strain K12 / MC4100 / BW2952)	620		BWG_0045	kefC		
C4ZPX7	reviewed	RSMA_ECOBW	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	rsmA ksgA BWG_0049	Escherichia coli (strain K12 / MC4100 / BW2952)	273		BWG_0049	rsmA	ksgA	2.1.1.182
C4ZPX8	reviewed	PDXA_ECOBW	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262) (4-(phosphohydroxy)-L-threonine dehydrogenase)	pdxA BWG_0050	Escherichia coli (strain K12 / MC4100 / BW2952)	329		BWG_0050	pdxA		1.1.1.262
C4ZPY3	reviewed	RAPA_ECOBW	RNA polymerase-associated protein RapA (EC 3.6.4.-) (ATP-dependent helicase HepA)	rapA BWG_0055	Escherichia coli (strain K12 / MC4100 / BW2952)	968		BWG_0055	rapA		3.6.4.-
C4ZPZ5	reviewed	LEUC_ECOBW	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuC BWG_0068	Escherichia coli (strain K12 / MC4100 / BW2952)	466		BWG_0068	leuC		4.2.1.33
C4ZPZ7	reviewed	LEU1_ECOBW	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	leuA BWG_0070	Escherichia coli (strain K12 / MC4100 / BW2952)	523		BWG_0070	leuA		2.3.3.13
C4ZQ11	reviewed	LFTR_ECOBW	Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6) (L/F-transferase) (Leucyltransferase) (Phenyalanyltransferase)	aat BWG_0737	Escherichia coli (strain K12 / MC4100 / BW2952)	234		BWG_0737	aat		2.3.2.6
C4ZQ19	reviewed	SYS_ECOBW	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS BWG_0745	Escherichia coli (strain K12 / MC4100 / BW2952)	430		BWG_0745	serS		6.1.1.11
C4ZQ33	reviewed	SERC_ECOBW	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)	serC BWG_0759	Escherichia coli (strain K12 / MC4100 / BW2952)	362		BWG_0759	serC		2.6.1.52
C4ZQ34	reviewed	AROA_ECOBW	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA BWG_0760	Escherichia coli (strain K12 / MC4100 / BW2952)	427		BWG_0760	aroA		2.5.1.19
C4ZQ36	reviewed	KCY_ECOBW	Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)	cmk BWG_0762	Escherichia coli (strain K12 / MC4100 / BW2952)	227		BWG_0762	cmk		2.7.4.25
C4ZQ41	reviewed	LPXK_ECOBW	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase)	lpxK BWG_0767	Escherichia coli (strain K12 / MC4100 / BW2952)	328		BWG_0767	lpxK		2.7.1.130
C4ZQ50	reviewed	MUKB_ECOBW	Chromosome partition protein MukB (Structural maintenance of chromosome-related protein)	mukB BWG_0776	Escherichia coli (strain K12 / MC4100 / BW2952)	1486		BWG_0776	mukB		
C4ZQ71	reviewed	PYRD_ECOBW	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase)	pyrD BWG_0797	Escherichia coli (strain K12 / MC4100 / BW2952)	336		BWG_0797	pyrD		1.3.5.2
C4ZQ80	reviewed	FABA_ECOBW	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA BWG_0806	Escherichia coli (strain K12 / MC4100 / BW2952)	172		BWG_0806	fabA		4.2.1.59; 5.3.3.14
C4ZQD2	reviewed	NQOR_ECOBW	NAD(P)H dehydrogenase (quinone) (EC 1.6.5.2) (Flavoprotein WrbA) (NAD(P)H:quinone oxidoreductase) (NQO)	BWG_0858	Escherichia coli (strain K12 / MC4100 / BW2952)	198		BWG_0858			1.6.5.2
C4ZQD5	reviewed	RUTF_ECOBW	FMN reductase (NADH) RutF (EC 1.5.1.42) (FMN reductase) (NADH-flavin reductase RutF) (NADH:flavin oxidoreductase)	rutF BWG_0861	Escherichia coli (strain K12 / MC4100 / BW2952)	164		BWG_0861	rutF		1.5.1.42
C4ZQE4	reviewed	RUVB_ECOBW	Holliday junction branch migration complex subunit RuvB (EC 3.6.4.-)	ruvB BWG_1674	Escherichia coli (strain K12 / MC4100 / BW2952)	336		BWG_1674	ruvB		3.6.4.-
C4ZQE5	reviewed	RUVA_ECOBW	Holliday junction branch migration complex subunit RuvA	ruvA BWG_1675	Escherichia coli (strain K12 / MC4100 / BW2952)	203		BWG_1675	ruvA		
C4ZQE7	reviewed	RUVC_ECOBW	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.21.10) (Holliday junction nuclease RuvC) (Holliday junction resolvase RuvC)	ruvC BWG_1677	Escherichia coli (strain K12 / MC4100 / BW2952)	173		BWG_1677	ruvC		3.1.21.10
C4ZQF0	reviewed	SYD_ECOBW	Aspartate--tRNA ligase (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)	aspS BWG_1680	Escherichia coli (strain K12 / MC4100 / BW2952)	590		BWG_1680	aspS		6.1.1.12
C4ZQP1	reviewed	MSRP_ECOBW	Protein-methionine-sulfoxide reductase catalytic subunit MsrP (EC 1.8.5.-)	msrP BWG_1772	Escherichia coli (strain K12 / MC4100 / BW2952)	334		BWG_1772	msrP		1.8.5.-
C4ZQP2	reviewed	MSRQ_ECOBW	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ (Flavocytochrome MsrQ)	msrQ BWG_1773	Escherichia coli (strain K12 / MC4100 / BW2952)	211		BWG_1773	msrQ		
C4ZQP5	reviewed	MTFA_ECOBW	Mlc titration factor A (Probable zinc metallopeptidase MtfA) (EC 3.4.11.-)	mtfA BWG_1776	Escherichia coli (strain K12 / MC4100 / BW2952)	265		BWG_1776	mtfA		3.4.11.-
C4ZQQ5	reviewed	COBS_ECOBW	Adenosylcobinamide-GDP ribazoletransferase (EC 2.7.8.26) (Cobalamin synthase) (Cobalamin-5'-phosphate synthase)	cobS BWG_1786	Escherichia coli (strain K12 / MC4100 / BW2952)	247		BWG_1786	cobS		2.7.8.26
C4ZQV9	reviewed	RIBB_ECOBW	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)	ribB BWG_2753	Escherichia coli (strain K12 / MC4100 / BW2952)	217		BWG_2753	ribB		4.1.99.12
C4ZQX0	reviewed	GLNE_ECOBW	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme (ATP:glutamine synthetase adenylyltransferase) (ATase) [Includes: Glutamine synthetase adenylyl-L-tyrosine phosphorylase (EC 2.7.7.89) (Adenylyl removase) (AR) (AT-N); Glutamine synthetase adenylyl transferase (EC 2.7.7.42) (Adenylyl transferase) (AT) (AT-C)]	glnE BWG_2764	Escherichia coli (strain K12 / MC4100 / BW2952)	946		BWG_2764	glnE		2.7.7.42; 2.7.7.89
C4ZQX3	reviewed	CCA_ECOBW	Multifunctional CCA protein [Includes: CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl-transferase) (tRNA nucleotidyltransferase) (tRNA-NT); 2'-nucleotidase (EC 3.1.3.-); 2',3'-cyclic phosphodiesterase (EC 3.1.4.-); Phosphatase (EC 3.1.3.-)]	cca BWG_2767	Escherichia coli (strain K12 / MC4100 / BW2952)	412		BWG_2767	cca		2.7.7.72; 3.1.3.-; 3.1.4.-
C4ZQX4	reviewed	UPPP_ECOBW	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP BWG_2768	Escherichia coli (strain K12 / MC4100 / BW2952)	273		BWG_2768	uppP		3.6.1.27
C4ZQX6	reviewed	PLSY_ECOBW	Glycerol-3-phosphate acyltransferase (G3P acyltransferase) (GPAT) (EC 2.3.1.15, EC 2.3.1.n5) (Lysophosphatidic acid synthase) (LPA synthase)	plsY ygiH BWG_2770	Escherichia coli (strain K12 / MC4100 / BW2952)	205		BWG_2770	plsY	ygiH	2.3.1.15; 2.3.1.n5
C4ZQY1	reviewed	TSAD_ECOBW	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD)	tsaD gcp BWG_2775	Escherichia coli (strain K12 / MC4100 / BW2952)	337		BWG_2775	tsaD	gcp	2.3.1.234
C4ZR38	reviewed	GARL_ECOBW	5-keto-4-deoxy-D-glucarate aldolase (KDGluc aldolase) (KDGlucA) (EC 4.1.2.20) (2-dehydro-3-deoxy-D-glucarate aldolase) (2-keto-3-deoxy-D-glucarate aldolase) (5-dehydro-4-deoxy-D-glucarate aldolase) (Alpha-keto-beta-deoxy-D-glucarate aldolase)	garL BWG_2832	Escherichia coli (strain K12 / MC4100 / BW2952)	256		BWG_2832	garL		4.1.2.20
C4ZR47	reviewed	KBAY_ECOBW	D-tagatose-1,6-bisphosphate aldolase subunit KbaY (TBPA) (TagBP aldolase) (EC 4.1.2.40) (D-tagatose-bisphosphate aldolase class II) (Ketose 1,6-bisphosphate aldolase class II) (Tagatose-bisphosphate aldolase)	kbaY BWG_2841	Escherichia coli (strain K12 / MC4100 / BW2952)	286		BWG_2841	kbaY		4.1.2.40
C4ZR48	reviewed	MIAA_ECOBW	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	miaA BWG_3883	Escherichia coli (strain K12 / MC4100 / BW2952)	316		BWG_3883	miaA		2.5.1.75
C4ZR54	reviewed	PURA_ECOBW	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA BWG_3889	Escherichia coli (strain K12 / MC4100 / BW2952)	432		BWG_3889	purA		6.3.4.4
C4ZR73	reviewed	ULAD_ECOBW	3-keto-L-gulonate-6-phosphate decarboxylase UlaD (EC 4.1.1.85) (3-dehydro-L-gulonate-6-phosphate decarboxylase) (KGPDC) (L-ascorbate utilization protein D)	ulaD BWG_3908	Escherichia coli (strain K12 / MC4100 / BW2952)	216		BWG_3908	ulaD		4.1.1.85
C4ZR75	reviewed	ULAF_ECOBW	L-ribulose-5-phosphate 4-epimerase UlaF (EC 5.1.3.4) (L-ascorbate utilization protein F) (Phosphoribulose isomerase)	ulaF BWG_3910	Escherichia coli (strain K12 / MC4100 / BW2952)	228		BWG_3910	ulaF		5.1.3.4
C4ZRB8	reviewed	PYRB_ECOBW	Aspartate carbamoyltransferase catalytic subunit (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	pyrB BWG_3953	Escherichia coli (strain K12 / MC4100 / BW2952)	311		BWG_3953	pyrB		2.1.3.2
C4ZRI2	reviewed	MRAY_ECOBW	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	mraY BWG_0082	Escherichia coli (strain K12 / MC4100 / BW2952)	360		BWG_0082	mraY		2.7.8.13
C4ZRI5	reviewed	MURG_ECOBW	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG BWG_0085	Escherichia coli (strain K12 / MC4100 / BW2952)	355		BWG_0085	murG		2.4.1.227
C4ZRI6	reviewed	MURC_ECOBW	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	murC BWG_0086	Escherichia coli (strain K12 / MC4100 / BW2952)	491		BWG_0086	murC		6.3.2.8
C4ZRJ1	reviewed	LPXC_ECOBW	UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase)	lpxC BWG_0091	Escherichia coli (strain K12 / MC4100 / BW2952)	305		BWG_0091	lpxC		3.5.1.108
C4ZRJ3	reviewed	SECA_ECOBW	Protein translocase subunit SecA (EC 7.4.2.8)	secA BWG_0093	Escherichia coli (strain K12 / MC4100 / BW2952)	901		BWG_0093	secA		7.4.2.8
C4ZRJ8	reviewed	GUAC_ECOBW	GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase) (Guanosine monophosphate reductase)	guaC BWG_0098	Escherichia coli (strain K12 / MC4100 / BW2952)	347		BWG_0098	guaC		1.7.1.7
C4ZRL3	reviewed	SPED_ECOBW	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]	speD BWG_0113	Escherichia coli (strain K12 / MC4100 / BW2952)	264		BWG_0113	speD		4.1.1.50
C4ZRL4	reviewed	SPEE_ECOBW	Polyamine aminopropyltransferase (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16)	speE BWG_0114	Escherichia coli (strain K12 / MC4100 / BW2952)	288		BWG_0114	speE		2.5.1.16
C4ZRM4	reviewed	PAND_ECOBW	Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain]	panD BWG_0124	Escherichia coli (strain K12 / MC4100 / BW2952)	126		BWG_0124	panD		4.1.1.11
