Gene Ontology (GO),NAME
metal ion binding [GO:0046872],Q0045;Q0105;YAL035W;YAL039C;YBL033C;YBL045C;YBL091C;YBR003W;YBR111C;YBR117C;YBR208C;YBR218C;YBR242W;YBR243C;YBR281C;YCL017C;YCL030C;YCR036W;YDL042C;YDL100C;YDL131W;YDL182W;YDR038C;YDR039C;YDR040C;YDR098C;YDR127W;YDR173C;YDR178W;YDR191W;YDR234W;YDR236C;YDR256C;YDR261C;YDR272W;YDR287W;YDR399W;YDR452W;YDR481C;YDR487C;YDR502C;YDR539W;YEL024W;YEL029C;YEL031W;YEL039C;YER010C;YER019W;YER062C;YER065C;YER090W;YER174C;YFL045C;YFR019W;YFR044C;YGL006W;YGL008C;YGL009C;YGL037C;YGL062W;YGL067W;YGL101W;YGL156W;YGL196W;YGL234W;YGL256W;YGR061C;YGR088W;YGR170W;YGR234W;YGR240C;YGR286C;YHR043C;YHR044C;YHR046C;YHR051W;YHR201C;YHR216W;YIL053W;YJL068C;YJL100W;YJL121C;YJL130C;YJL137C;YJL167W;YJL200C;YJR016C;YJR048W;YJR069C;YJR078W;YJR109C;YJR137C;YKL029C;YKL035W;YKL067W;YKL087C;YKL132C;YKL141W;YKL220C;YKR058W;YKR066C;YLL041C;YLL051C;YLL057C;YLR164W;YLR180W;YLR214W;YLR304C;YLR307W;YLR355C;YLR377C;YLR420W;YLR432W;YML004C;YML022W;YML035C;YML054C;YML056C;YMR113W;YMR205C;YMR207C;YMR300C;YNL104C;YNL129W;YNL130C;YNL247W;YNL256W;YNR016C;YNR027W;YNR060W;YOL064C;YOL066C;YOL068C;YOL122C;YOL152W;YOR025W;YOR040W;YOR065W;YOR108W;YOR125C;YOR128C;YOR163W;YOR196C;YOR202W;YOR241W;YOR360C;YOR381W;YOR384W;YPL015C;YPL028W;YPL036W;YPL059W;YPL069C;YPL117C;YPL252C;YPL273W;YPR074C;YPR113W;YPR183W;YPR191W
metal ion transport [GO:0030001],YBR192W;YLL018C-A
metalloaminopeptidase activity [GO:0070006],YBL091C;YKL103C;YLR244C
metallodipeptidase activity [GO:0070573],YFR044C
metalloendopeptidase activity [GO:0004222],YBL045C;YPR191W
metalloexopeptidase activity [GO:0008235],YBL091C
metallopeptidase activity [GO:0008237],YBR281C;YNL045W
methenyltetrahydrofolate cyclohydrolase activity [GO:0004477],YBR084W;YGR204W
methione N-acyltransferase activity [GO:0103045],YJL071W;YMR062C
methionine adenosyltransferase activity [GO:0004478],YDR502C;YLR180W
methionine biosynthetic process [GO:0009086],YDR158W;YER052C;YER091C;YFR055W;YGL125W;YGL184C;YGR204W;YJR130C;YJR139C;YKL001C;YKR069W;YLL062C;YML082W;YNL277W;YOL064C;YPL023C;YPR167C
methionine catabolic process to 3-methylthiopropanol [GO:0000951],YDR380W
methionine import across plasma membrane [GO:1903692],YGR055W;YHL036W
methionine metabolic process [GO:0006555],YDR502C;YLR180W;YLR303W;YMR009W
methionine transport [GO:0015821],YGR055W
methionine-tRNA ligase activity [GO:0004825],YGR171C;YGR264C
methionyl glutamyl tRNA synthetase complex [GO:0017102],YGL245W;YGR264C
methionyl-tRNA aminoacylation [GO:0006431],YGL245W;YGR171C;YGR264C
methionyl-tRNA formyltransferase activity [GO:0004479],YBL013W
methylation [GO:0032259],YER091C;YER175C;YGR157W;YJL168C;YJR073C;YKR069W;YLL062C;YLR172C;YLR285W;YML008C;YML110C;YOL096C;YOR074C;YPL273W
methylenetetrahydrofolate dehydrogenase (NAD+) activity [GO:0004487],YKR080W
methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488],YBR084W;YGR204W;YKR080W
methylenetetrahydrofolate reductase (NAD(P)H) activity [GO:0004489],YGL125W;YPL023C
methylenetetrahydrofolate reductase NADH activity [GO:0106312],YPL023C
methylenetetrahydrofolate reductase NADPH activity [GO:0106313],YGL125W;YPL023C
methylglyoxal catabolic process [GO:0051596],YPL280W
methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243],YDR272W;YDR533C;YML004C;YMR322C;YOR040W;YOR391C;YPL280W
methylglyoxal reductase (NADH-dependent) activity [GO:0019170],YOL086C
methylglyoxal reductase (NADPH-dependent) activity [GO:0043892],YOL151W
methylisocitrate lyase activity [GO:0046421],YER065C;YPR006C
methylthioribulose 1-phosphate dehydratase activity [GO:0046570],YJR024C
methyltransferase activity [GO:0008168],YML110C
mevalonate kinase activity [GO:0004496],YMR208W
microautophagy [GO:0016237],YJL012C
microlipophagy [GO:0140504],YLR305C;YNL267W
microtubule [GO:0005874],YLL001W
microtubule binding [GO:0008017],YLL001W
mitochondrial ADP transmembrane transport [GO:0140021],YBL030C;YBR085W;YMR056C;YOR222W;YPL134C
mitochondrial ATP synthesis coupled electron transport [GO:0042775],YPR140W
mitochondrial ATP transmembrane transport [GO:1990544],YBL030C;YBR085W;YMR056C;YOR222W;YPL134C
mitochondrial L-ornithine transmembrane transport [GO:1990575],YOR130C;YPR058W
mitochondrial NAD transmembrane transport [GO:1990549],YEL006W;YIL006W
mitochondrial alanyl-tRNA aminoacylation [GO:0070143],YOR335C
mitochondrial alpha-ketoglutarate dehydrogenase complex [GO:0005947],YDR148C;YFL018C;YFR049W;YIL125W
mitochondrial arginyl-tRNA aminoacylation [GO:0070144],YHR091C
mitochondrial aspartyl-tRNA aminoacylation [GO:0070146],YPL104W
mitochondrial citrate transmembrane transport [GO:0006843],YBR291C;YMR241W
mitochondrial coenzyme A transmembrane transport [GO:1990559],YHR002W
mitochondrial crista [GO:0030061],YPR191W
mitochondrial cytochrome c oxidase assembly [GO:0033617],YDR231C;YGL187C;YGR062C;YJL003W;YLL018C-A;YLR038C
"mitochondrial electron transport, NADH to ubiquinone [GO:0006120]",YML120C
"mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]",Q0045;Q0250;Q0275;YDL067C;YEL039C;YGL187C;YGL191W;YHR051W;YIL111W;YJR048W;YLR038C;YLR395C;YMR256C;YNL052W
"mitochondrial electron transport, succinate to ubiquinone [GO:0006121]",YDL120W;YDR178W;YJL045W;YKL141W;YKL148C;YLL041C;YLR164W
"mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]",Q0105;YBL045C;YDR529C;YEL024W;YEL039C;YFR033C;YGR183C;YHR001W-A;YJL166W;YJR048W;YNL169C;YOR065W;YPR191W
mitochondrial envelope [GO:0005740],YLR348C;YNL256W;YOR100C;YOR130C;YPL132W
mitochondrial fission [GO:0000266],YLL001W
mitochondrial genome maintenance [GO:0000002],YBR192W;YDL142C;YDL198C;YGR144W;YLR304C;YLR355C;YMR241W
mitochondrial glutamyl-tRNA aminoacylation [GO:0070149],YOL033W
mitochondrial glycyl-tRNA aminoacylation [GO:0070150],YBR121C;YPR081C
mitochondrial inner membrane [GO:0005743],Q0080;Q0085;Q0105;Q0130;YAL039C;YAR035W;YBL030C;YBL045C;YBL099W;YBR039W;YBR085W;YBR192W;YBR244W;YBR291C;YDL004W;YDL120W;YDL142C;YDL174C;YDL198C;YDR036C;YDR178W;YDR204W;YDR231C;YDR236C;YDR298C;YDR322C-A;YDR376W;YDR377W;YDR529C;YEL006W;YEL024W;YER014W;YER053C;YER141W;YER170W;YFR033C;YGL080W;YGL187C;YGR046W;YGR062C;YGR096W;YGR110W;YGR183C;YGR255C;YHR001W-A;YHR002W;YHR037W;YHR162W;YIL006W;YIL134W;YIL155C;YJL003W;YJL133W;YJL166W;YJR077C;YJR095W;YJR121W;YKL016C;YKL087C;YKL120W;YKL141W;YKL148C;YKR052C;YLL041C;YLR099C;YLR164W;YLR201C;YLR295C;YLR348C;YML042W;YML054C;YML081C-A;YML110C;YML120C;YMR056C;YMR083W;YMR241W;YMR301C;YNL003C;YNL052W;YNL169C;YNR041C;YOL077W-A;YOL096C;YOR065W;YOR100C;YOR125C;YOR130C;YOR176W;YOR222W;YOR241W;YOR334W;YPL060W;YPL078C;YPL132W;YPL134C;YPL271W;YPR011C;YPR020W;YPR021C;YPR058W;YPR140W;YPR191W
mitochondrial intermembrane space [GO:0005758],Q0130;YAL039C;YBL099W;YBR035C;YDL085W;YDL120W;YDL174C;YDR058C;YDR226W;YDR353W;YDR487C;YEL039C;YFR033C;YGL187C;YHR116W;YIL155C;YIL160C;YIR037W;YJR048W;YJR077C;YJR104C;YJR121W;YKL067W;YKL087C;YKL150W;YKL152C;YKR066C;YLL018C-A;YLR038C;YLR043C;YLR304C;YML054C;YMR056C;YMR145C;YNL036W;YNL037C;YNL052W;YNR001C;YNR041C;YOL143C;YOR065W;YPL132W;YPR140W
mitochondrial iron-sulfur cluster assembly complex [GO:0099128],YKL192C
mitochondrial isocitrate dehydrogenase complex (NAD+) [GO:0005962],YNL037C;YOR136W
mitochondrial lysyl-tRNA aminoacylation [GO:0070154],YNL073W
mitochondrial magnesium ion transmembrane transport [GO:0045016],YOR334W;YPL060W
mitochondrial matrix [GO:0005759],YBL013W;YBR026C;YBR121C;YCR005C;YDL120W;YDL178W;YDR232W;YDR256C;YDR268W;YER069W;YER073W;YER170W;YGR046W;YGR171C;YGR234W;YHR008C;YHR011W;YHR037W;YHR091C;YHR100C;YHR208W;YJL071W;YKL029C;YKL085W;YKL106W;YKL194C;YKR066C;YLR089C;YLR142W;YLR304C;YLR382C;YML110C;YML120C;YMR062C;YMR083W;YNL037C;YNL073W;YNR001C;YOL033W;YOL140W;YOR040W;YOR226C;YOR241W;YPL040C;YPL059W;YPL097W;YPL104W;YPL135W;YPL188W;YPL252C;YPL262W;YPR001W;YPR006C;YPR047W
mitochondrial membrane [GO:0031966],Q0045;Q0275;YBR147W;YDR343C;YDR508C;YGL084C;YGL253W;YGR243W;YJL133W;YJR073C;YKL148C;YKR052C;YLL041C;YLR038C;YMR145C;YMR256C;YNL256W;YNR041C;YPL172C;YPL206C;YPR140W
mitochondrial membrane organization [GO:0007006],YDL142C
mitochondrial nucleoid [GO:0042645],YBL099W;YBR221C;YCL009C;YCL064C;YDL066W;YDR148C;YER178W;YFL018C;YFR049W;YIL125W;YLR304C;YLR355C;YMR241W;YNL037C;YOR142W;YOR374W
mitochondrial outer membrane [GO:0005741],YBL098W;YBR177C;YBR244W;YBR265W;YER019W;YER026C;YGR012W;YGR240C;YHR042W;YHR190W;YIL043C;YIL124W;YIL155C;YIR038C;YKL026C;YKL094W;YKL150W;YKL152C;YKL212W;YLL001W;YLR100W;YML008C;YML086C;YMR110C;YMR205C;YNL130C;YOR285W;YOR317W;YPR002W;YPR113W;YPR140W;YPR165W;YPR183W
mitochondrial oxoglutarate dehydrogenase complex [GO:0009353],YDR148C;YFL018C;YFR049W;YIL125W
mitochondrial phenylalanyl-tRNA aminoacylation [GO:0070156],YPR047W
mitochondrial phosphate ion transmembrane transport [GO:1990547],YER053C;YJR077C
mitochondrial proton-transporting ATP synthase complex [GO:0005753],Q0080;Q0085;Q0130;YBL099W;YBR039W;YDL004W;YDR298C;YDR322C-A;YDR377W;YJR121W;YKL016C;YLR295C;YML081C-A;YOL077W-A;YPL078C;YPL271W;YPR020W
mitochondrial proton-transporting ATP synthase complex assembly [GO:0033615],YLR295C;YML081C-A
"mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1) [GO:0000275]",YBR039W;YDL004W
"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]",Q0080;Q0085;Q0130;YDR322C-A;YDR377W;YLR295C;YML081C-A;YOL077W-A;YPL078C;YPR020W
"mitochondrial proton-transporting ATP synthase, catalytic core [GO:0005754]",YBL099W;YJR121W
"mitochondrial proton-transporting ATP synthase, central stalk [GO:0005756]",YBR039W;YDL004W;YPL271W
"mitochondrial proton-transporting ATP synthase, stator stalk [GO:0000274]",YDR298C;YKL016C;YPL078C
mitochondrial pyruvate dehydrogenase complex [GO:0005967],YBR221C;YER178W;YFL018C;YGR193C;YNL071W
mitochondrial pyruvate transmembrane transport [GO:0006850],YGL080W;YGR243W;YHR162W;YIL006W
mitochondrial respirasome assembly [GO:0097250],YGL191W;YPR140W
"mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) [GO:0005749]",YDR178W;YJL045W;YKL141W;YKL148C;YLL041C;YLR164W
mitochondrial respiratory chain complex III [GO:0005750],Q0105;YBL045C;YDR529C;YEL024W;YFR033C;YGR183C;YHR001W-A;YJL166W;YOR065W;YPR191W
mitochondrial respiratory chain complex III assembly [GO:0034551],YDR529C;YGR183C
mitochondrial respiratory chain complex IV [GO:0005751],Q0045;Q0250;Q0275;YDL067C;YGL187C;YGL191W;YHR051W;YIL111W;YLR038C;YLR395C;YMR256C;YNL052W
mitochondrial respiratory chain complex assembly [GO:0033108],YHR116W
mitochondrial ribosome [GO:0005761],YFR049W;YPL132W
mitochondrial seryl-tRNA aminoacylation [GO:0070158],YHR011W
mitochondrial small ribosomal subunit [GO:0005763],YDR036C
mitochondrial tRNA thio-modification [GO:0070903],YCL017C
mitochondrial thiamine pyrophosphate transmembrane transport [GO:1990545],YGR096W
mitochondrial threonyl-tRNA aminoacylation [GO:0070159],YKL194C
mitochondrial translation [GO:0032543],YBL080C;YDR036C;YDR341C;YHR091C;YLR382C;YMR293C;YNL073W;YOL033W;YPL040C;YPR033C
mitochondrial transmembrane transport [GO:1990542],YMR301C
mitochondrial transport [GO:0006839],YBL030C;YMR056C;YOR100C;YOR222W;YPL134C;YPR058W
mitochondrial tryptophanyl-tRNA aminoacylation [GO:0070183],YDR268W
mitochondrial tyrosyl-tRNA aminoacylation [GO:0070184],YPL097W
mitochondrion [GO:0005739],Q0045;Q0080;Q0085;Q0105;Q0130;Q0250;Q0275;YAL035W;YAL039C;YAL044C;YAL054C;YAL062W;YAR035W;YBL013W;YBL015W;YBL030C;YBL045C;YBL064C;YBL080C;YBL098W;YBL099W;YBR001C;YBR003W;YBR004C;YBR026C;YBR039W;YBR084W;YBR085W;YBR097W;YBR111C;YBR121C;YBR147W;YBR176W;YBR177C;YBR192W;YBR196C;YBR204C;YBR208C;YBR221C;YBR229C;YBR263W;YBR291C;YCL004W;YCL009C;YCL017C;YCL040W;YCL064C;YCR005C;YCR010C;YCR012W;YCR083W;YDL004W;YDL015C;YDL022W;YDL040C;YDL066W;YDL067C;YDL078C;YDL085W;YDL120W;YDL131W;YDL142C;YDL168W;YDL171C;YDL174C;YDL178W;YDL182W;YDL198C;YDL215C;YDR019C;YDR035W;YDR036C;YDR039C;YDR046C;YDR050C;YDR058C;YDR074W;YDR148C;YDR178W;YDR191W;YDR196C;YDR204W;YDR226W;YDR231C;YDR232W;YDR234W;YDR236C;YDR256C;YDR268W;YDR298C;YDR305C;YDR322C-A;YDR341C;YDR342C;YDR343C;YDR353W;YDR376W;YDR377W;YDR384C;YDR508C;YDR513W;YDR516C;YDR529C;YDR538W;YEL006W;YEL024W;YEL031W;YEL039C;YEL047C;YEL063C;YEL071W;YER014W;YER015W;YER019W;YER053C;YER061C;YER069W;YER073W;YER086W;YER087W;YER141W;YER170W;YER178W;YER183C;YFL011W;YFL018C;YFL030W;YFR015C;YFR019W;YFR033C;YFR044C;YFR049W;YFR053C;YGL008C;YGL063W;YGL080W;YGL125W;YGL169W;YGL187C;YGL191W;YGL225W;YGL245W;YGL253W;YGL256W;YGR012W;YGR015C;YGR019W;YGR046W;YGR088W;YGR094W;YGR110W;YGR155W;YGR171C;YGR183C;YGR192C;YGR193C;YGR234W;YGR240C;YGR243W;YGR244C;YGR254W;YGR255C;YGR260W;YGR286C;YGR287C;YHL018W;YHL032C;YHR001W-A;YHR002W;YHR008C;YHR011W;YHR037W;YHR042W;YHR051W;YHR063C;YHR067W;YHR091C;YHR100C;YHR106W;YHR116W;YHR162W;YHR174W;YHR183W;YHR190W;YHR208W;YIL006W;YIL043C;YIL066C;YIL078W;YIL094C;YIL111W;YIL124W;YIL125W;YIL134W;YIL155C;YIL162W;YIR037W;YIR038C;YJL003W;YJL005W;YJL045W;YJL046W;YJL052W;YJL060W;YJL088W;YJL126W;YJL130C;YJL133W;YJL166W;YJL200C;YJR009C;YJR010W;YJR016C;YJR019C;YJR048W;YJR051W;YJR073C;YJR077C;YJR095W;YJR104C;YJR121W;YJR148W;YKL016C;YKL029C;YKL055C;YKL060C;YKL067W;YKL085W;YKL087C;YKL094W;YKL106W;YKL120W;YKL132C;YKL141W;YKL148C;YKL150W;YKL152C;YKL182W;YKL192C;YKL194C;YKL212W;YKL217W;YKR052C;YKR066C;YLL001W;YLL041C;YLL060C;YLR038C;YLR043C;YLR089C;YLR099C;YLR109W;YLR142W;YLR164W;YLR174W;YLR201C;YLR239C;YLR295C;YLR304C;YLR305C;YLR342W;YLR348C;YLR351C;YLR355C;YLR382C;YLR395C;YLR446W;YML008C;YML042W;YML054C;YML081C-A;YML086C;YML110C;YML120C;YML126C;YMR056C;YMR062C;YMR083W;YMR108W;YMR110C;YMR113W;YMR145C;YMR189W;YMR205C;YMR207C;YMR241W;YMR256C;YMR267W;YMR293C;YMR301C;YMR306W;YNL003C;YNL009W;YNL037C;YNL052W;YNL071W;YNL073W;YNL104C;YNL169C;YNL247W;YNL256W;YNL268W;YNL274C;YNL292W;YNL318C;YNR001C;YNR016C;YNR041C;YNR058W;YOL033W;YOL059W;YOL077W-A;YOL096C;YOL140W;YOR011W;YOR040W;YOR065W;YOR074C;YOR100C;YOR108W;YOR125C;YOR130C;YOR136W;YOR142W;YOR168W;YOR176W;YOR196C;YOR221C;YOR222W;YOR236W;YOR241W;YOR251C;YOR285W;YOR286W;YOR316C;YOR317W;YOR323C;YOR334W;YOR335C;YOR347C;YOR374W;YOR384W;YPL028W;YPL036W;YPL040C;YPL059W;YPL061W;YPL069C;YPL078C;YPL091W;YPL097W;YPL104W;YPL134C;YPL135W;YPL148C;YPL172C;YPL188W;YPL206C;YPL231W;YPL252C;YPL262W;YPL271W;YPR001W;YPR002W;YPR006C;YPR011C;YPR020W;YPR021C;YPR033C;YPR047W;YPR058W;YPR081C;YPR113W;YPR140W;YPR165W;YPR183W;YPR184W;YPR191W
mitochondrion inheritance [GO:0000001],YGL055W;YLL001W
mitochondrion organization [GO:0007005],YLL001W
mitotic G1 DNA damage checkpoint signaling [GO:0031571],YDR440W
mitotic actomyosin contractile ring contraction [GO:1902404],YBR038W
mitotic intra-S DNA damage checkpoint signaling [GO:0031573],YDR440W
mitotic sister chromatid cohesion [GO:0007064],YOR253W
molecular adaptor activity [GO:0060090],YJL026W
molecular function inhibitor activity [GO:0140678],YLR258W
monoatomic anion transport [GO:0006820],YNL275W
monoatomic cation transport [GO:0006812],YOL130W
monoatomic ion homeostasis [GO:0050801],YNL275W
monoatomic ion transmembrane transport [GO:0034220],YDR038C;YDR039C;YDR040C
monoatomic ion transport [GO:0006811],YCR010C;YDR384C
monocarboxylic acid transmembrane transporter activity [GO:0008028],YNL065W
monocarboxylic acid transport [GO:0015718],YLL048C;YNL065W
monooxygenase activity [GO:0004497],YDR402C;YMR015C;YOR125C
monosaccharide binding [GO:0048029],YBR196C;YFL017C;YGR240C;YMR205C
monosaccharide transmembrane transport [GO:0015749],YBR241C
multivesicular body [GO:0005771],YKR039W
multivesicular body membrane [GO:0032585],YCR068W
multivesicular body membrane disassembly [GO:0034496],YCR068W
myo-inositol import across plasma membrane [GO:1904679],YDR387C;YDR497C;YOL103W
myo-inositol transmembrane transporter activity [GO:0005365],YDR497C;YOL103W
myo-inositol transport [GO:0015798],YDR497C;YOL103W
myo-inositol:proton symporter activity [GO:0005366],YDR387C;YDR497C;YOL103W
myristoyl-CoA hydrolase activity [GO:0102991],YJR019C
ncRNA transcription [GO:0098781],YDR191W;YOR025W
negative regulation of DNA amplification [GO:1904524],YDL042C;YGL037C
negative regulation of DNA recombination [GO:0045910],YDL042C
negative regulation of DNA replication [GO:0008156],YDL042C
negative regulation of antisense RNA transcription [GO:0060195],YJL168C
negative regulation of apoptotic signaling pathway [GO:2001234],YGL253W
negative regulation of cellular respiration [GO:1901856],YJR104C
negative regulation of gene expression [GO:0010629],YHR119W;YLR244C
negative regulation of glucose mediated signaling pathway [GO:1902660],YGL248W
negative regulation of heterochromatin formation [GO:0031452],YDR440W
negative regulation of histone H4 acetylation [GO:0090241],YHR119W
negative regulation of meiotic nuclear division [GO:0045835],YOL068C
negative regulation of mitotic recombination [GO:0045950],YOL068C;YPL015C
negative regulation of programmed cell death [GO:0043069],YDR231C
negative regulation of pyrimidine nucleobase metabolic process [GO:0045984],YJL130C
negative regulation of reciprocal meiotic recombination [GO:0045128],YJL168C
negative regulation of sphingolipid biosynthetic process [GO:0090155],YGR038W;YLR350W
negative regulation of termination of DNA-templated transcription [GO:0060567],YBR034C
negative regulation of transcription by RNA polymerase II [GO:0000122],YDR173C;YDR191W;YHR119W;YMR020W
negative regulation of transcription by transcription factor localization [GO:0010621],YNL229C
negative regulation of transcription regulatory region DNA binding [GO:2000678],YDR098C;YER174C
neutral L-amino acid transmembrane transporter activity [GO:0015175],YOR348C
neutral amino acid transport [GO:0015804],YOR348C
neutral lipid catabolic process [GO:0046461],YCR068W
nickel cation binding [GO:0016151],YMR009W
nicotinamidase activity [GO:0008936],YGL037C
nicotinamide nucleotide metabolic process [GO:0046496],YDR481C
nicotinamide riboside biosynthetic process [GO:0071590],YOR155C
nicotinamide riboside hydrolase activity [GO:0070635],YDR400W;YLR209C
nicotinamide riboside metabolic process [GO:0046495],YNL129W
nicotinamide riboside transmembrane transporter activity [GO:0034257],YAL022C;YOR071C
nicotinamide riboside transport [GO:0034258],YAL022C;YOR071C
nicotinamide-nucleotide adenylyltransferase activity [GO:0000309],YCL047C;YGR010W;YLR328W
nicotinate nucleotide salvage [GO:0019358],YDR400W;YGL037C;YLR209C;YOR209C
nicotinate phosphoribosyltransferase activity [GO:0004516],YOR209C
nicotinate-nucleotide adenylyltransferase activity [GO:0004515],YGR010W;YLR328W
nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514],YFR047C
nicotinic acid riboside biosynthetic process [GO:0071592],YOR155C
nicotinic acid riboside hydrolase activity [GO:0070636],YDR400W
nitrate assimilation [GO:0042128],YNL229C
nitric oxide catabolic process [GO:0046210],YGR234W
nitric oxide dioxygenase activity [GO:0008941],YGR234W
nitric oxide reductase activity [GO:0016966],YGR234W
nitrogen compound metabolic process [GO:0006807],YDL215C
nitrogen utilization [GO:0019740],YCR010C;YDR384C;YGR121C;YNL142W;YPR138C
nitronate monooxygenase activity [GO:0018580],YJR149W
nuclear envelope [GO:0005635],YDR196C;YDR437W;YGR202C;YLR155C;YLR286C;YLR450W;YML075C;YMR298W
nuclear inner membrane [GO:0005637],YDR410C;YNR008W
nuclear membrane [GO:0031965],YBR070C;YMR165C;YOR311C
nuclear outer membrane-endoplasmic reticulum membrane network [GO:0042175],YBR070C;YJL091C;YJL097W;YPR183W
nuclear periphery [GO:0034399],YBR281C;YFR033C;YKL008C;YLR450W;YML075C;YNL325C;YOL126C;YOR074C;YPR035W
"nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]",YDR315C
"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]",YKL220C
nucleic acid binding [GO:0003676],YHR019C;YPL104W
nucleobase transmembrane transporter activity [GO:0015205],YAL022C;YBL042C;YBR021W;YER056C;YER060W;YER060W-A;YIR028W;YLR237W;YOR071C;YOR192C
nucleobase transport [GO:0015851],YAL022C;YBL042C;YBR021W;YIR028W;YLR237W;YOR071C;YOR192C
nucleobase-containing compound metabolic process [GO:0006139],YBR084W;YKL024C
nucleolus [GO:0005730],YDL042C;YLR153C
nucleophagy [GO:0044804],YFR021W
nucleoplasm [GO:0005654],YPL212C
nucleoside catabolic process [GO:0009164],YCL050C;YDR305C;YDR530C
nucleoside diphosphate catabolic process [GO:0009134],YEL042W
nucleoside diphosphate kinase activity [GO:0004550],YJR057W;YKL067W
nucleoside diphosphate metabolic process [GO:0009132],YLR151C
nucleoside diphosphate phosphatase activity [GO:0017110],YER005W
nucleoside phosphate metabolic process [GO:0006753],YBR111C
