NAME,ENTRY,Gene Ontology (GO)
YLL028W,Q07824,cell periphery [GO:0071944]; cellular bud membrane [GO:0033101]; fungal-type vacuole membrane [GO:0000329]; plasma membrane [GO:0005886]; antiporter activity [GO:0015297]; spermidine transmembrane transporter activity [GO:0015606]; spermine transmembrane transporter activity [GO:0000297]; transmembrane transporter activity [GO:0022857]; polyamine transmembrane transport [GO:1902047]; putrescine transport [GO:0015847]; spermidine transport [GO:0015848]; spermine transport [GO:0000296]; transmembrane transport [GO:0055085]
YLL031C,Q07830,"endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; mannose-ethanolamine phosphotransferase activity [GO:0051377]; transferase activity, transferring phosphorus-containing groups [GO:0016772]; cell wall organization [GO:0071555]; GPI anchor biosynthetic process [GO:0006506]"
YLL041C,P21801,"mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) [GO:0005749]; mitochondrion [GO:0005739]; 2 iron, 2 sulfur cluster binding [GO:0051537]; 3 iron, 4 sulfur cluster binding [GO:0051538]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; fumarate reductase (menaquinone) [GO:0102040]; metal ion binding [GO:0046872]; succinate dehydrogenase (ubiquinone) activity [GO:0008177]; aerobic respiration [GO:0009060]; cellular respiration [GO:0045333]; mitochondrial electron transport, succinate to ubiquinone [GO:0006121]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; respiratory electron transport chain [GO:0022904]; tricarboxylic acid cycle [GO:0006099]"
YLL043W,P23900,cell periphery [GO:0071944]; cytoplasm [GO:0005737]; fungal-type vacuole [GO:0000324]; plasma membrane [GO:0005886]; glycerol channel activity [GO:0015254]; glycerol transmembrane transporter activity [GO:0015168]; water channel activity [GO:0015250]; acetate transport [GO:0006846]; arsenite transport [GO:0015700]; conjugation with cellular fusion [GO:0000747]; glycerol metabolic process [GO:0006071]; glycerol transmembrane transport [GO:0015793]; polyol transmembrane transport [GO:0015791]; water transport [GO:0006833]
YLL048C,P32386,endoplasmic reticulum [GO:0005783]; fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled monocarboxylic acid transmembrane transporter activity [GO:0033285]; ATPase-coupled transmembrane transporter activity [GO:0042626]; calcium ion transport [GO:0006816]; monocarboxylic acid transport [GO:0015718]; transmembrane transport [GO:0055085]
YLL051C,Q12473,fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; plasma membrane [GO:0005886]; ferric-chelate reductase (NADPH) activity [GO:0052851]; ferric-chelate reductase activity [GO:0000293]; metal ion binding [GO:0046872]; copper ion import [GO:0015677]; intracellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]
YLL052C,P0CD90,cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; plasma membrane [GO:0005886]; water channel activity [GO:0015250]; transmembrane transport [GO:0055085]; water transport [GO:0006833]
YLL053C,P0CD98,plasma membrane [GO:0005886]; water channel activity [GO:0015250]
YLL057C,Q12358,cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; sulfonate dioxygenase activity [GO:0000907]; alkanesulfonate catabolic process [GO:0046306]; sulfur compound catabolic process [GO:0044273]
YLL058W,Q12198,cytoplasm [GO:0005737]; cystathionine gamma-synthase activity [GO:0003962]; cystathionine gamma-synthase activity (acts on O-phosphohomoserine) [GO:0102028]; cysteine synthase activity [GO:0004124]; O-acetylhomoserine aminocarboxypropyltransferase activity [GO:0003961]; O-acetylhomoserine sulfhydrylase activity [GO:0051009]; pyridoxal phosphate binding [GO:0030170]; L-homocysteine biosynthetic process [GO:0071269]; sulfate assimilation [GO:0000103]; sulfur utilization [GO:0006791]; transsulfuration [GO:0019346]
YLL060C,Q12390,cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; glutathione binding [GO:0043295]; glutathione transferase activity [GO:0004364]; glutathione metabolic process [GO:0006749]
YLL061W,Q12372,cell periphery [GO:0071944]; endoplasmic reticulum [GO:0005783]; plasma membrane [GO:0005886]; amino acid transmembrane transporter activity [GO:0015171]; S-methylmethionine transmembrane transporter activity [GO:0000100]; amino acid transmembrane transport [GO:0003333]; S-methylmethionine transport [GO:0015806]
YLL062C,Q12525,cytoplasm [GO:0005737]; S-adenosylmethionine-homocysteine S-methyltransferase activity [GO:0008898]; S-methylmethionine-homocysteine S-methyltransferase activity [GO:0061627]; zinc ion binding [GO:0008270]; methionine biosynthetic process [GO:0009086]; methylation [GO:0032259]; sulfur amino acid metabolic process [GO:0000096]
YLR011W,Q07923,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; FMN binding [GO:0010181]; FMN reductase (NAD(P)H) activity [GO:0008752]; FMN reductase (NADH) activity [GO:0052874]; FMN reductase (NADPH) activity [GO:0052873]; NAD(P)H dehydrogenase (quinone) activity [GO:0003955]; apoptotic process [GO:0006915]; cellular response to oxidative stress [GO:0034599]
YLR017W,Q07938,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; mRNA binding [GO:0003729]; S-methyl-5-thioadenosine phosphorylase activity [GO:0017061]; glutamate biosynthetic process [GO:0006537]; L-methionine salvage from methylthioadenosine [GO:0019509]; purine ribonucleoside salvage [GO:0006166]
YLR020C,Q07950,cell periphery [GO:0071944]; membrane [GO:0016020]; plasma membrane [GO:0005886]; sterol esterase activity [GO:0004771]; cell wall mannoprotein biosynthetic process [GO:0000032]; lipid catabolic process [GO:0016042]; sterol metabolic process [GO:0016125]
YLR027C,P23542,cytosol [GO:0005829]; peroxisome [GO:0005777]; L-aspartate:2-oxoglutarate aminotransferase activity [GO:0004069]; pyridoxal phosphate binding [GO:0030170]; 2-oxoglutarate metabolic process [GO:0006103]; aspartate biosynthetic process [GO:0006532]; aspartate metabolic process [GO:0006531]; glutamate metabolic process [GO:0006536]
YLR028C,P54113,cytosol [GO:0005829]; IMP cyclohydrolase activity [GO:0003937]; phosphoribosylaminoimidazolecarboxamide formyltransferase activity [GO:0004643]; 'de novo' IMP biosynthetic process [GO:0006189]; purine nucleotide biosynthetic process [GO:0006164]
YLR038C,Q01519,"mitochondrial intermembrane space [GO:0005758]; mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]; oxidoreductase activity [GO:0016491]; cellular respiration [GO:0045333]; mitochondrial cytochrome c oxidase assembly [GO:0033617]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; proton transmembrane transport [GO:1902600]"
YLR043C,P22217,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; fungal-type vacuole [GO:0000324]; Golgi membrane [GO:0000139]; membrane fusion priming complex [GO:0120124]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; disulfide oxidoreductase activity [GO:0015036]; protein-disulfide reductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]; deoxyribonucleotide biosynthetic process [GO:0009263]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein deglutathionylation [GO:0080058]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vacuole fusion, non-autophagic [GO:0042144]; vacuole inheritance [GO:0000011]"
YLR044C,P06169,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; branched-chain-2-oxoacid decarboxylase activity [GO:0047433]; indolepyruvate decarboxylase activity [GO:0047434]; magnesium ion binding [GO:0000287]; phenylpyruvate decarboxylase activity [GO:0050177]; pyruvate decarboxylase activity [GO:0004737]; thiamine pyrophosphate binding [GO:0030976]; aromatic amino acid family catabolic process to alcohol via Ehrlich pathway [GO:0000949]; branched-chain amino acid catabolic process [GO:0009083]; glycolytic fermentation to ethanol [GO:0019655]; L-phenylalanine catabolic process [GO:0006559]; pyruvate metabolic process [GO:0006090]; tryptophan catabolic process [GO:0006569]
YLR047C,Q12209,"endoplasmic reticulum [GO:0005783]; fungal-type vacuole membrane [GO:0000329]; plasma membrane [GO:0005886]; ferric-chelate reductase (NADH) activity [GO:0140618]; ferric-chelate reductase activity [GO:0000293]; oxidoreductase activity, acting on metal ions [GO:0016722]; intracellular monoatomic cation homeostasis [GO:0030003]; reductive iron assimilation [GO:0033215]"
YLR056W,P32353,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; C-5 sterol desaturase activity [GO:0000248]; delta7-sterol 5(6)-desaturase activity [GO:0050046]; iron ion binding [GO:0005506]; ergosterol biosynthetic process [GO:0006696]; sterol biosynthetic process [GO:0016126]
YLR057W,Q12205,"endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; calcium ion binding [GO:0005509]; mannosyl-oligosaccharide 1,2-alpha-mannosidase activity [GO:0004571]; carbohydrate metabolic process [GO:0005975]; protein glycosylation [GO:0006486]; ubiquitin-dependent ERAD pathway [GO:0030433]"
YLR058C,P37291,cytoplasm [GO:0005737]; mating projection tip [GO:0043332]; plasma membrane [GO:0005886]; glycine hydroxymethyltransferase activity [GO:0004372]; pyridoxal phosphate binding [GO:0030170]; serine binding [GO:0070905]; zinc ion binding [GO:0008270]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process from serine [GO:0019264]; L-serine catabolic process [GO:0006565]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate interconversion [GO:0035999]; tetrahydrofolate metabolic process [GO:0046653]
YLR060W,P15624,cytoplasm [GO:0005737]; phenylalanine-tRNA ligase complex [GO:0009328]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; RNA binding [GO:0003723]; phenylalanyl-tRNA aminoacylation [GO:0006432]
YLR070C,Q07993,D-xylulose reductase activity [GO:0046526]; L-iditol 2-dehydrogenase activity [GO:0003939]; zinc ion binding [GO:0008270]; D-xylose metabolic process [GO:0042732]; L-arabinose catabolic process to xylulose 5-phosphate [GO:0019569]; sorbitol catabolic process [GO:0006062]; xylulose biosynthetic process [GO:0005999]
YLR081W,P13181,cell periphery [GO:0071944]; plasma membrane [GO:0005886]; carbohydrate:proton symporter activity [GO:0005351]; galactose transmembrane transporter activity [GO:0005354]; glucose transmembrane transporter activity [GO:0005355]; carbohydrate transport [GO:0008643]; galactose metabolic process [GO:0006012]; galactose transmembrane transport [GO:0015757]
YLR089C,P52893,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; L-alanine:2-oxoglutarate aminotransferase activity [GO:0004021]; pyridoxal phosphate binding [GO:0030170]; alanine biosynthetic process [GO:0006523]; alanine catabolic process [GO:0006524]; L-alanine catabolic process [GO:0042853]
YLR092W,Q12325,plasma membrane [GO:0005886]; secondary active sulfate transmembrane transporter activity [GO:0008271]; sulfate transmembrane transporter activity [GO:0015116]; sulfate transport [GO:0008272]
YLR099C,Q12385,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; 1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; lysophosphatidic acid acyltransferase activity [GO:0042171]; phospholipase A2 activity [GO:0004623]; cardiolipin acyl-chain remodeling [GO:0035965]; lipid homeostasis [GO:0055088]; phosphatidic acid biosynthetic process [GO:0006654]
YLR100W,Q12452,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]; mitochondrial outer membrane [GO:0005741]; 3-keto sterol reductase activity [GO:0000253]; ergosterol biosynthetic process [GO:0006696]
YLR109W,P38013,cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; peroxisome [GO:0005777]; plasma membrane [GO:0005886]; thioredoxin peroxidase activity [GO:0008379]; cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; hydrogen peroxide catabolic process [GO:0042744]; response to metal ion [GO:0010038]
YLR130C,Q12436,endoplasmic reticulum [GO:0005783]; plasma membrane [GO:0005886]; low-affinity zinc ion transmembrane transporter activity [GO:0000007]; zinc ion import across plasma membrane [GO:0071578]
YLR133W,P20485,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; choline kinase activity [GO:0004103]; ethanolamine kinase activity [GO:0004305]; phosphatidylcholine biosynthetic process [GO:0006656]; phosphatidylethanolamine biosynthetic process [GO:0006646]; phosphorylation [GO:0016310]
YLR134W,P16467,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; branched-chain-2-oxoacid decarboxylase activity [GO:0047433]; indolepyruvate decarboxylase activity [GO:0047434]; magnesium ion binding [GO:0000287]; phenylpyruvate decarboxylase activity [GO:0050177]; pyruvate decarboxylase activity [GO:0004737]; thiamine pyrophosphate binding [GO:0030976]; aromatic amino acid family catabolic process to alcohol via Ehrlich pathway [GO:0000949]; branched-chain amino acid catabolic process [GO:0009083]; glycolytic fermentation to ethanol [GO:0019655]; L-phenylalanine catabolic process [GO:0006559]; pyruvate metabolic process [GO:0006090]; tryptophan catabolic process [GO:0006569]
YLR138W,Q99271,endoplasmic reticulum [GO:0005783]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; potassium ion transmembrane transporter activity [GO:0015079]; sodium:proton antiporter activity [GO:0015385]; intracellular monoatomic cation homeostasis [GO:0030003]; intracellular potassium ion homeostasis [GO:0030007]; potassium ion export across plasma membrane [GO:0097623]; proton export across plasma membrane [GO:0120029]; regulation of membrane potential [GO:0042391]; response to osmotic stress [GO:0006970]; sodium ion export across plasma membrane [GO:0036376]; sodium ion transmembrane transport [GO:0035725]
YLR142W,P09368,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; FAD binding [GO:0071949]; proline dehydrogenase activity [GO:0004657]; proline catabolic process to glutamate [GO:0010133]
YLR143W,Q12429,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; diphthine-ammonia ligase activity [GO:0017178]; protein histidyl modification to diphthamide [GO:0017183]
YLR146C,Q12455,cytoplasm [GO:0005737]; cytosol [GO:0005829]; spermidine synthase activity [GO:0004766]; spermine synthase activity [GO:0016768]; pantothenate biosynthetic process [GO:0015940]; spermidine biosynthetic process [GO:0008295]; spermine biosynthetic process [GO:0006597]
YLR151C,Q12524,"cytosol [GO:0005829]; peroxisome [GO:0005777]; 2-hydroxy-dATP hydrolase activity [GO:0106378]; 8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity [GO:0035539]; 8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity [GO:0008413]; coenzyme A diphosphatase activity [GO:0010945]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; coenzyme A catabolic process [GO:0015938]; DNA repair [GO:0006281]; nucleoside diphosphate metabolic process [GO:0009132]"
YLR153C,P52910,cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]; acetate-CoA ligase activity [GO:0003987]; acid-ammonia (or amide) ligase activity [GO:0016880]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; acetyl-CoA biosynthetic process [GO:0006085]; acetyl-CoA biosynthetic process from acetate [GO:0019427]; pyruvate metabolic process [GO:0006090]
YLR155C,P0CZ17,cell wall-bounded periplasmic space [GO:0030287]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; nuclear envelope [GO:0005635]; periplasmic space [GO:0042597]; asparaginase activity [GO:0004067]; asparagine catabolic process [GO:0006530]; cellular response to nitrogen starvation [GO:0006995]
