Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
Q12406	reviewed	ARP7_YEAST	Actin-related protein 7 (Actin-like protein ARP7) (Chromatin structure-remodeling complex protein ARP7) (SWI/SNF complex component ARP7)	ARP7 SWP61 YPR034W YP9367.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	477	chromatin [GO:0000785]; NuA4 histone acetyltransferase complex [GO:0035267]; nucleus [GO:0005634]; RSC-type complex [GO:0016586]; SWI/SNF complex [GO:0016514]; chromatin binding [GO:0003682]; structural molecule activity [GO:0005198]; chromatin organization [GO:0006325]; chromatin remodeling [GO:0006338]; nucleosome disassembly [GO:0006337]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription elongation by RNA polymerase II [GO:0006368]
Q12411	reviewed	MPC70_YEAST	Sporulation-specific protein 21 (Meiotic plaque component protein 70)	SPO21 MPC70 YOL091W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	609	cytoplasm [GO:0005737]; meiotic spindle pole body [GO:0035974]; prospore membrane [GO:0005628]; spindle pole [GO:0000922]; spindle pole body [GO:0005816]; structural molecule activity [GO:0005198]; ascospore-type prospore membrane formation [GO:0032120]; cell division [GO:0051301]; meiotic cell cycle [GO:0051321]
Q12414	reviewed	YP11B_YEAST	Transposon Ty1-PL Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	TY1B-PL YPLWTy1-1 POL YPL257W-B P0729	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1755	cytoplasm [GO:0005737]; nucleus [GO:0005634]; retrotransposon nucleocapsid [GO:0000943]; aspartic-type endopeptidase activity [GO:0004190]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; peptidase activity [GO:0008233]; RNA binding [GO:0003723]; RNA nuclease activity [GO:0004540]; RNA-directed DNA polymerase activity [GO:0003964]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]; retrotransposition [GO:0032197]
Q12416	reviewed	WHI5_YEAST	G1-specific transcriptional repressor WHI5	WHI5 YOR083W YOR3116W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	295	cytoplasm [GO:0005737]; nucleus [GO:0005634]; SBF transcription complex [GO:0033309]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; transcription coregulator activity [GO:0003712]; transcription corepressor activity [GO:0003714]; G1/S transition of mitotic cell cycle [GO:0000082]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of cell size [GO:0008361]; regulation of transcription by RNA polymerase II [GO:0006357]; traversing start control point of mitotic cell cycle [GO:0007089]
Q12417	reviewed	PRP46_YEAST	Pre-mRNA-splicing factor PRP46 (Complexed with CEF1 protein 1) (PRP nineteen-associated complex protein 50) (PRP19-associated complex protein 50) (Pre-mRNA-processing protein 46)	PRP46 CWC1 NTC50 YPL151C P2594	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	451	catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; Prp19 complex [GO:0000974]; spliceosomal complex [GO:0005681]; mRNA splicing, via spliceosome [GO:0000398]
Q12421	reviewed	ATG31_YEAST	Autophagy-related protein 31 (CIK1 suppressor protein 1) (Protein CIS1)	ATG31 CIS1 YDR022C PZD196 YD9335.08c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	196	Atg1/ULK1 kinase complex [GO:1990316]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule [GO:0005874]; phagophore assembly site [GO:0000407]; protein-containing complex [GO:0032991]; autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; autophagy of mitochondrion [GO:0000422]; chromosome segregation [GO:0007059]; karyogamy [GO:0000741]; nucleophagy [GO:0044804]; piecemeal microautophagy of the nucleus [GO:0034727]; protein transport [GO:0015031]; response to starvation [GO:0042594]
Q12425	reviewed	ISA2_YEAST	Iron-sulfur assembly protein 2	ISA2 YPR067W YP9499.22	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	185	mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; 2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; biotin biosynthetic process [GO:0009102]; iron-sulfur cluster assembly [GO:0016226]; protein maturation by [4Fe-4S] cluster transfer [GO:0106035]; protein maturation by iron-sulfur cluster transfer [GO:0097428]
Q12429	reviewed	DPH6_YEAST	Diphthine--ammonia ligase (EC 6.3.1.14) (Diphthamide synthase) (Diphthamide synthetase)	DPH6 YLR143W L3177	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	685	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; diphthine-ammonia ligase activity [GO:0017178]; protein histidyl modification to diphthamide [GO:0017183]
Q12432	reviewed	EAF3_YEAST	Chromatin modification-related protein EAF3 (ESA1-associated factor 3)	EAF3 YPR023C YP9367.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	401	histone acetyltransferase complex [GO:0000123]; NuA4 histone acetyltransferase complex [GO:0035267]; nucleosome disassembly/reassembly complex [GO:1990453]; nucleus [GO:0005634]; Rpd3S complex [GO:0032221]; DNA repair [GO:0006281]; DNA replication-dependent chromatin assembly [GO:0006335]; DNA-templated transcription [GO:0006351]; negative regulation of antisense RNA transcription [GO:0060195]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nucleosome assembly [GO:0006334]; nucleosome disassembly [GO:0006337]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; regulation of DNA-templated DNA replication initiation [GO:0030174]; regulation of RNA stability [GO:0043487]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription elongation by RNA polymerase II [GO:0006368]
Q12438	reviewed	GLRX6_YEAST	Monothiol glutaredoxin-6	GRX6 YDL010W D2890	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	231	cis-Golgi network [GO:0005801]; cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; fungal-type vacuole [GO:0000324]; Golgi apparatus [GO:0005794]; Golgi lumen [GO:0005796]; iron-sulfur cluster assembly complex [GO:1990229]; membrane [GO:0016020]; 2 iron, 2 sulfur cluster binding [GO:0051537]; glutathione disulfide oxidoreductase activity [GO:0015038]; glutathione-disulfide reductase (NADP) activity [GO:0004362]; iron ion binding [GO:0005506]; cellular response to oxidative stress [GO:0034599]; intracellular iron ion homeostasis [GO:0006879]; iron-sulfur cluster assembly [GO:0016226]
Q12440	reviewed	APC2_YEAST	Anaphase-promoting complex subunit 2	APC2 RSI1 YLR127C L3105 L3108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	853	anaphase-promoting complex [GO:0005680]; cytoplasm [GO:0005737]; ubiquitin protein ligase binding [GO:0031625]; anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; exit from mitosis [GO:0010458]; metaphase/anaphase transition of mitotic cell cycle [GO:0007091]; positive regulation of mitotic actomyosin contractile ring disassembly [GO:0120151]; protein K11-linked ubiquitination [GO:0070979]; protein ubiquitination [GO:0016567]; regulation of meiotic cell cycle [GO:0051445]; regulation of mitotic cell cycle [GO:0007346]
Q12443	reviewed	RTN2_YEAST	Reticulon-like protein 2	RTN2 YDL204W D1062	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	393	cell periphery [GO:0071944]; cortical endoplasmic reticulum [GO:0032541]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum tubular network [GO:0071782]; nucleus [GO:0005634]; endoplasmic reticulum inheritance [GO:0048309]; endoplasmic reticulum tubular network maintenance [GO:0071788]; endoplasmic reticulum tubular network organization [GO:0071786]; ER-dependent peroxisome organization [GO:0032581]; response to endoplasmic reticulum stress [GO:0034976]
Q12445	reviewed	POM34_YEAST	Nucleoporin POM34 (Nuclear pore protein POM34) (Pore membrane protein POM34)	POM34 YLR018C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	299	nuclear envelope [GO:0005635]; nuclear outer membrane [GO:0005640]; nuclear periphery [GO:0034399]; nuclear pore [GO:0005643]; nuclear pore transmembrane ring [GO:0070762]; structural constituent of nuclear pore [GO:0017056]; mRNA transport [GO:0051028]; nuclear pore organization [GO:0006999]; nucleocytoplasmic transport [GO:0006913]; protein import into nucleus [GO:0006606]; spindle pole body duplication [GO:0030474]
Q12446	reviewed	LAS17_YEAST	Proline-rich protein LAS17	LAS17 YOR181W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	633	actin cortical patch [GO:0030479]; cytoplasm [GO:0005737]; mating projection tip [GO:0043332]; SLAC complex [GO:0140224]; actin binding [GO:0003779]; Arp2/3 complex binding [GO:0071933]; small GTPase binding [GO:0031267]; actin cortical patch localization [GO:0051666]; actin filament organization [GO:0007015]; actin filament polymerization [GO:0030041]; actin nucleation [GO:0045010]; positive regulation of actin filament bundle assembly [GO:0032233]; positive regulation of Arp2/3 complex-mediated actin nucleation [GO:2000601]; regulation of actin filament polymerization [GO:0030833]; regulation of Arp2/3 complex-mediated actin nucleation [GO:0034315]
Q12449	reviewed	AHA1_YEAST	Hsp90 co-chaperone AHA1 (Activator of Hsp90 ATPase protein 1)	AHA1 YDR214W YD8142.16 YD8142B.06	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	350	cytoplasm [GO:0005737]; cytosol [GO:0005829]; ATPase activator activity [GO:0001671]; protein-folding chaperone binding [GO:0051087]; protein folding [GO:0006457]
Q12451	reviewed	OSH2_YEAST	Oxysterol-binding protein homolog 2 (Oxysterol-binding protein-related protein 2) (ORP 2) (OSBP-related protein 2)	OSH2 YDL019C D2845	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1283	cell periphery [GO:0071944]; cellular bud neck [GO:0005935]; cortical endoplasmic reticulum [GO:0032541]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; nuclear envelope [GO:0005635]; perinuclear endoplasmic reticulum [GO:0097038]; plasma membrane [GO:0005886]; lipid binding [GO:0008289]; sterol binding [GO:0032934]; sterol transfer activity [GO:0120015]; sterol transporter activity [GO:0015248]; endocytosis [GO:0006897]; ER to Golgi ceramide transport [GO:0035621]; exocytosis [GO:0006887]; maintenance of cell polarity [GO:0030011]; piecemeal microautophagy of the nucleus [GO:0034727]; sterol transport [GO:0015918]
Q12452	reviewed	ERG27_YEAST	3-keto-steroid reductase ERG27 (EC 1.1.1.270) (Ergosterol biosynthetic protein 27)	ERG27 YLR100W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	347	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]; mitochondrial outer membrane [GO:0005741]; 3-keto sterol reductase activity [GO:0000253]; ergosterol biosynthetic process [GO:0006696]
Q12457	reviewed	NSI1_YEAST	RNA polymerase I termination factor (NTS1 silencing protein 1)	NSI1 YDR026C PZE570	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	570	nucleolus [GO:0005730]; nucleus [GO:0005634]; rDNA heterochromatin [GO:0033553]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; rDNA heterochromatin formation [GO:0000183]; regulation of DNA-templated transcription [GO:0006355]; termination of RNA polymerase I transcription [GO:0006363]
Q12460	reviewed	NOP56_YEAST	Nucleolar protein 56 (Ribosome biosynthesis protein SIK1) (Suppressor of I kappa b protein 1)	NOP56 SIK1 YLR197W L8167.9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	504	90S preribosome [GO:0030686]; box C/D RNP complex [GO:0031428]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; small-subunit processome [GO:0032040]; mRNA binding [GO:0003729]; snoRNA binding [GO:0030515]; box C/D RNA 3'-end processing [GO:0000494]; maturation of SSU-rRNA [GO:0030490]; rRNA modification [GO:0000154]; rRNA processing [GO:0006364]; snoRNA guided rRNA 2'-O-methylation [GO:0000452]
Q12461	reviewed	PTPA2_YEAST	Serine/threonine-protein phosphatase 2A activator 2 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase PTPA-2) (PPIase PTPA-2) (Rotamase PTPA-2) (Phosphotyrosyl phosphatase activator 2)	RRD2 NOH1 YPA2 YPL152W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	358	cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein phosphatase type 2A complex [GO:0000159]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein phosphatase regulator activity [GO:0019888]; protein tyrosine phosphatase activator activity [GO:0008160]; mitotic spindle organization [GO:0007052]; response to osmotic stress [GO:0006970]; TOR signaling [GO:0031929]
Q12462	reviewed	PEX11_YEAST	Peroxisomal membrane protein PMP27 (Peroxin-11)	PEX11 PMP24 PMP27 YOL147C O0454	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	236	endoplasmic reticulum [GO:0005783]; peroxisomal importomer complex [GO:1990429]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]; fatty acid oxidation [GO:0019395]; peroxisome fission [GO:0016559]; peroxisome organization [GO:0007031]; regulation of peroxisome size [GO:0044375]; signal transduction [GO:0007165]
Q12463	reviewed	TRM11_YEAST	tRNA (guanine(10)-N2)-methyltransferase (EC 2.1.1.214) (tRNA [Gm10] methyltransferase) (tRNA guanosine-2'-O-methyltransferase TRM11) (tRNA methylase 11)	TRM11 YOL124C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	433	cytoplasm [GO:0005737]; cytosol [GO:0005829]; tRNA (m2G10) methyltransferase complex [GO:0043528]; tRNA (guanine(10)-N2)-methyltransferase activity [GO:0160102]; tRNA binding [GO:0000049]; tRNA methylation [GO:0030488]; tRNA modification [GO:0006400]
Q12464	reviewed	RUVB2_YEAST	RuvB-like protein 2 (RUVBL2) (EC 3.6.4.12) (TIP49-homology protein 2) (TIP49b homolog)	RVB2 TIH2 TIP49B YPL235W P1060	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	471	chromatin [GO:0000785]; Ino80 complex [GO:0031011]; NuA4 histone acetyltransferase complex [GO:0035267]; nucleus [GO:0005634]; R2TP complex [GO:0097255]; Swr1 complex [GO:0000812]; 3'-5' DNA helicase activity [GO:0043138]; 5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA helicase activity [GO:0003678]; box C/D snoRNP assembly [GO:0000492]; chromatin remodeling [GO:0006338]; DNA repair [GO:0006281]; protein stabilization [GO:0050821]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; rRNA processing [GO:0006364]
Q12465	reviewed	RAX2_YEAST	Bud site selection protein RAX2 (Revert to axial protein 2)	RAX2 YLR084C L2389 L9449.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1220	cellular bud neck [GO:0005935]; cellular bud scar [GO:0005621]; cellular bud tip [GO:0005934]; endoplasmic reticulum [GO:0005783]; mitochondrion [GO:0005739]; plasma membrane of growing cell tip [GO:1902929]; axial cellular bud site selection [GO:0007120]; bipolar cellular bud site selection [GO:0007121]; cellular bud site selection [GO:0000282]; protein localization [GO:0008104]
Q12466	reviewed	TCB1_YEAST	Tricalbin-1	TCB1 YOR086C YOR3141c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1186	cell periphery [GO:0071944]; cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; calcium-dependent phospholipid binding [GO:0005544]; lipid binding [GO:0008289]; metal ion binding [GO:0046872]; endoplasmic reticulum membrane organization [GO:0090158]; endoplasmic reticulum-plasma membrane tethering [GO:0061817]; lipid transport [GO:0006869]; regulation of phosphatidylinositol dephosphorylation [GO:0060304]
Q12468	reviewed	CSN5_YEAST	COP9 signalosome complex subunit 5 (EC 3.4.-.-)	RRI1 CSN5 JAB1 YDL216C D0888	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	440	COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; deNEDDylase activity [GO:0019784]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; metallopeptidase activity [GO:0008237]; adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion [GO:0000754]; cellular response to pheromone [GO:0071444]; positive regulation of ergosterol biosynthetic process [GO:0070452]; protein deneddylation [GO:0000338]; proteolysis [GO:0006508]; regulation of protein neddylation [GO:2000434]
Q12469	reviewed	SKM1_YEAST	Serine/threonine-protein kinase SKM1 (EC 2.7.11.1) (Protein kinase 75490 D)	SKM1 YOL113W HRA655	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	655	cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; intracellular signal transduction [GO:0035556]; negative regulation of gene expression [GO:0010629]; negative regulation of transcription by RNA polymerase II [GO:0000122]; phosphorylation [GO:0016310]; regulation of MAPK cascade [GO:0043408]; septum digestion after cytokinesis [GO:0000920]; sterol import [GO:0035376]
