Entry,Gene Ontology (GO)
Q02939,nucleotide-excision repair factor 3 complex [GO:0000112]; transcription factor TFIIH core complex [GO:0000439]; transcription factor TFIIH holo complex [GO:0005675]; ATPase activator activity [GO:0001671]; double-stranded DNA binding [GO:0003690]; nucleotide-excision repair [GO:0006289]; transcription by RNA polymerase II [GO:0006366]; transcription initiation at RNA polymerase II promoter [GO:0006367]
Q02948,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; fungal-type vacuole membrane [GO:0000329]; Golgi membrane [GO:0000139]; phagophore assembly site [GO:0000407]; phagophore assembly site membrane [GO:0034045]; phosphatidylinositol 3-kinase complex, class III, type I [GO:0034271]; phosphatidylinositol 3-kinase complex, class III, type II [GO:0034272]; vacuole-isolation membrane contact site [GO:0120095]; autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; cellular response to nitrogen starvation [GO:0006995]; cytoplasm to vacuole transport by the Cvt pathway [GO:0032258]; late endosome to vacuole transport [GO:0045324]; macroautophagy [GO:0016236]; pexophagy [GO:0000425]; phosphatidylinositol biosynthetic process [GO:0006661]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; piecemeal microautophagy of the nucleus [GO:0034727]; protein targeting to vacuole [GO:0006623]; protein transport [GO:0015031]; retrograde transport, endosome to Golgi [GO:0042147]"
Q02950,mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]; mitochondrial translational initiation [GO:0070124]
Q03010,cytoplasm [GO:0005737]; nucleus [GO:0005634]; Rpd3L complex [GO:0033698]; Rpd3L-Expanded complex [GO:0070210]; Rpd3S complex [GO:0032221]; histone binding [GO:0042393]; transcription corepressor activity [GO:0003714]; chromatin remodeling [GO:0006338]; meiotic cell cycle [GO:0051321]; negative regulation of transcription by RNA polymerase I [GO:0016479]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nucleosome assembly [GO:0006334]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of DNA-templated transcription [GO:0006355]; regulation of meiotic nuclear division [GO:0040020]; regulation of transcription by RNA polymerase II [GO:0006357]
Q03012,"chromosome, telomeric region [GO:0000781]; cytosol [GO:0005829]; nucleus [GO:0005634]; Set1C/COMPASS complex [GO:0048188]; chromatin binding [GO:0003682]; metal ion binding [GO:0046872]; methylated histone binding [GO:0035064]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA-templated transcription [GO:0006355]; regulation of meiotic DNA double-strand break formation [GO:1903341]; subtelomeric heterochromatin formation [GO:0031509]"
Q03018,cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; mitotic spindle [GO:0072686]; mitotic spindle pole body [GO:0044732]; nucleus [GO:0005634]; separase-securin complex [GO:1990520]; spindle [GO:0005819]; cysteine-type endopeptidase activity [GO:0004197]; apoptotic process [GO:0006915]; meiotic chromosome separation [GO:0051307]; mitotic sister chromatid segregation [GO:0000070]; negative regulation of protein dephosphorylation [GO:0035308]; negative regulation of protein localization to nucleolus [GO:1904750]; positive regulation of exit from mitosis [GO:0031536]; positive regulation of metaphase/anaphase transition of meiotic cell cycle [GO:1902104]; proteolysis [GO:0006508]; regulation of mitotic spindle elongation [GO:0032888]
Q03020,"cytoplasm [GO:0005737]; iron-sulfur cluster assembly complex [GO:1990229]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; 2 iron, 2 sulfur cluster binding [GO:0051537]; ATPase activator activity [GO:0001671]; ferrous iron binding [GO:0008198]; iron ion binding [GO:0005506]; zinc ion binding [GO:0008270]; intracellular iron ion homeostasis [GO:0006879]; iron-sulfur cluster assembly [GO:0016226]; tRNA wobble uridine modification [GO:0002098]"
Q03034,cytoplasm [GO:0005737]; carboxy-lyase activity [GO:0016831]; metal ion binding [GO:0046872]; cinnamic acid catabolic process [GO:0046281]; ferulate catabolic process [GO:1901067]; ferulate metabolic process [GO:0033494]
Q03048,actin cortical patch [GO:0030479]; actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; nuclear matrix [GO:0016363]; plasma membrane [GO:0005886]; actin filament binding [GO:0051015]; actin filament depolymerization [GO:0030042]; actin filament organization [GO:0007015]; actin filament severing [GO:0051014]; endocytosis [GO:0006897]; Golgi to plasma membrane protein transport [GO:0043001]
Q03063,"nucleus [GO:0005634]; Ste12p-Dig1p-Dig2p complex [GO:1990526]; Tec1p-Ste12p-Dig1p complex [GO:1990527]; transcription corepressor activity [GO:0003714]; negative regulation of invasive growth in response to glucose limitation [GO:2000218]; negative regulation of mating-type specific transcription, DNA-templated [GO:0045894]; negative regulation of pseudohyphal growth [GO:2000221]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of filamentous growth [GO:0010570]"
Q03067,DUBm complex [GO:0071819]; nucleus [GO:0005634]; SAGA complex [GO:0000124]; SLIK (SAGA-like) complex [GO:0046695]; enzyme activator activity [GO:0008047]; transcription coactivator activity [GO:0003713]; zinc ion binding [GO:0008270]; chromatin organization [GO:0006325]; histone deubiquitination [GO:0016578]; regulation of transcription by RNA polymerase II [GO:0006357]
Q03071,Cul3-RING ubiquitin ligase complex [GO:0031463]; cytoplasm [GO:0005737]; elongin complex [GO:0070449]; nucleotide-excision repair factor 4 complex [GO:0000113]; protein-macromolecule adaptor activity [GO:0030674]; global genome nucleotide-excision repair [GO:0070911]; nucleotide-excision repair [GO:0006289]; response to UV [GO:0009411]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q03081,"cytoplasm [GO:0005737]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]; cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of sulfur amino acid metabolic process [GO:0031335]; regulation of sulfur metabolic process [GO:0042762]; regulation of transcription by RNA polymerase II [GO:0006357]"
Q03096,"chromosome, telomeric region [GO:0000781]; cytosol [GO:0005829]; nucleus [GO:0005634]; telomerase holoenzyme complex [GO:0005697]; DNA/RNA helicase activity [GO:0033677]; GTPase activity [GO:0003924]; telomeric DNA binding [GO:0042162]; telomere maintenance via telomerase [GO:0007004]"
Q03103,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; FAD binding [GO:0071949]; protein-disulfide reductase activity [GO:0015035]; thiol oxidase activity [GO:0016972]; protein folding in endoplasmic reticulum [GO:0034975]
Q03124,chromatin [GO:0000785]; RSC-type complex [GO:0016586]; DNA binding [GO:0003677]; chromatin remodeling [GO:0006338]; nucleosome disassembly [GO:0006337]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; rRNA transcription [GO:0009303]; transcription elongation by RNA polymerase II [GO:0006368]
Q03125,"nucleus [GO:0005634]; PcG protein complex [GO:0031519]; transcription regulator complex [GO:0005667]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; carbon catabolite repression of transcription from RNA polymerase II promoter by glucose [GO:0000433]; cell adhesion involved in single-species biofilm formation [GO:0043709]; cellular hyperosmotic salinity response [GO:0071475]; negative regulation of pseudohyphal growth [GO:2000221]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of transcription by RNA polymerase II [GO:0006357]; single-species surface biofilm formation [GO:0090606]"
Q03144,cytoplasm [GO:0005737]; cytosol [GO:0005829]; glutaminase complex [GO:1903600]; glutaminase activity [GO:0004359]; pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity [GO:0036381]; 'de novo' pyridoxal 5'-phosphate biosynthetic process [GO:0036001]; glutamine catabolic process [GO:0006543]; negative regulation of apoptotic process [GO:0043066]; pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine biosynthetic process [GO:0008615]; pyridoxine metabolic process [GO:0008614]; vitamin B6 biosynthetic process [GO:0042819]
Q03148,glutaminase complex [GO:1903600]; amine-lyase activity [GO:0016843]; pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity [GO:0036381]; amino acid metabolic process [GO:0006520]; glutamine catabolic process [GO:0006543]; pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine biosynthetic process [GO:0008615]; vitamin B6 biosynthetic process [GO:0042819]
Q03162,cytoplasm [GO:0005737]; MUB1-RAD6-UBR2 ubiquitin ligase complex [GO:1990304]; metal ion binding [GO:0046872]; establishment or maintenance of cell polarity [GO:0007163]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]; ubiquitin-dependent protein catabolic process via the N-end rule pathway [GO:0071596]
Q03178,cellular bud scar [GO:0005621]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; nuclear periphery [GO:0034399]; structural constituent of cell wall [GO:0005199]; fungal-type cell wall organization [GO:0031505]; intracellular protein transport [GO:0006886]
Q03180,extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; structural constituent of cell wall [GO:0005199]; fungal-type cell wall organization [GO:0031505]
Q03195,cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; iron ion binding [GO:0005506]; ribosomal small subunit binding [GO:0043024]; translation initiation factor activity [GO:0003743]; positive regulation of translation [GO:0045727]; ribosomal large subunit biogenesis [GO:0042273]; ribosomal subunit export from nucleus [GO:0000054]; ribosome disassembly [GO:0032790]; rRNA processing [GO:0006364]; translational initiation [GO:0006413]; translational termination [GO:0006415]
Q03213,"nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II general transcription initiation factor activity [GO:0016251]; positive regulation of ribosomal protein gene transcription by RNA polymerase II [GO:0060963]; positive regulation of transcription by RNA polymerase II [GO:0045944]; RNA polymerase II preinitiation complex assembly [GO:0051123]"
Q03262,cytoplasm [GO:0005737]; nucleus [GO:0005634]; magnesium ion binding [GO:0000287]; phosphopentomutase activity [GO:0008973]; glucose metabolic process [GO:0006006]; guanosine catabolic process [GO:0046115]; inosine catabolic process [GO:0006148]; purine ribonucleoside salvage [GO:0006166]
Q03280,"cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleus [GO:0005634]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000448]; endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]; mitotic cell cycle [GO:0000278]; mRNA transport [GO:0051028]; nucleocytoplasmic transport [GO:0006913]; nucleus organization [GO:0006997]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; regulation of cell size [GO:0008361]; ubiquitin-dependent protein catabolic process [GO:0006511]"
Q03290,transcription factor TFIIH holo complex [GO:0005675]; transcription factor TFIIK complex [GO:0070985]; cyclin-dependent protein serine/threonine kinase activator activity [GO:0061575]; metal ion binding [GO:0046872]; DNA repair [GO:0006281]; nucleotide-excision repair [GO:0006289]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription by RNA polymerase II [GO:0006366]; transcription initiation at RNA polymerase II promoter [GO:0006367]
Q03305,cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein arginine N5-methyltransferase activity [GO:0019702]; peptidyl-arginine methylation [GO:0018216]
Q03308,"CORVET complex [GO:0033263]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; endosome [GO:0005768]; fungal-type vacuole membrane [GO:0000329]; HOPS complex [GO:0030897]; actin binding [GO:0003779]; endosomal transport [GO:0016197]; Golgi to endosome transport [GO:0006895]; intracellular protein transport [GO:0006886]; late endosome to vacuole transport [GO:0045324]; protein targeting to vacuole [GO:0006623]; regulation of SNARE complex assembly [GO:0035542]; regulation of vacuole fusion, non-autophagic [GO:0032889]; vacuole fusion, non-autophagic [GO:0042144]; vacuole organization [GO:0007033]; vesicle tethering [GO:0099022]"
Q03322,"cytosol [GO:0005829]; early endosome membrane [GO:0031901]; endomembrane system [GO:0012505]; endosome [GO:0005768]; endosome membrane [GO:0010008]; Golgi membrane [GO:0000139]; late endosome membrane [GO:0031902]; SNARE complex [GO:0031201]; trans-Golgi network [GO:0005802]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; endocytosis [GO:0006897]; Golgi to endosome transport [GO:0006895]; Golgi vesicle fusion to target membrane [GO:0048210]; intracellular protein transport [GO:0006886]; retrograde transport, endosome to Golgi [GO:0042147]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]; vesicle fusion with Golgi apparatus [GO:0048280]"
Q03330,"ADA complex [GO:0140671]; chromosome, centromeric region [GO:0000775]; cytosol [GO:0005829]; histone acetyltransferase complex [GO:0000123]; nucleus [GO:0005634]; SAGA complex [GO:0000124]; SLIK (SAGA-like) complex [GO:0046695]; histone acetyltransferase activity [GO:0004402]; histone crotonyltransferase activity [GO:0140068]; histone H3 acetyltransferase activity [GO:0010484]; lysine-acetylated histone binding [GO:0070577]; peptide-lysine-N-acetyltransferase activity [GO:0061733]; transcription coregulator activity [GO:0003712]; chromatin organization [GO:0006325]; chromatin remodeling [GO:0006338]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; regulation of transcription by RNA polymerase II [GO:0006357]"
